file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R
7127-75947-0028,7127,7.46,1.5099999999999991,24.816963,55.281742,False,True,False,3,11,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,0,1,2,0,1,2,1,0,1,54,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0
7127-75947-0029,7127,5.285,1.1550000000000007,25.120562,60.181217,False,True,False,0,8,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
7127-75947-0030,7127,2.76,0.6399999999999999,22.834457,60.95886,False,True,False,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7127-75947-0031,7127,1.92,0.7599999999999998,22.965012,,False,False,False,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7127-75947-0032,7127,4.745,2.355,23.701916,52.875607,False,True,False,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
7127-75947-0033,7127,8.865,1.9450000000000005,22.243736,57.32499,False,True,False,5,16,0,1,0,0,0,0,2,0,0,2,0,1,3,3,1,1,0,4,2,0,1,0,1,0,0,74,0,3,0,1,7,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0
7127-75947-0034,7127,2.965,0.935,21.992092,61.558807,False,True,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,28,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
7127-75947-0035,7127,4.415,0.6050000000000004,25.573164,51.702282,False,True,False,3,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,48,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,5,1,0
7127-75947-0036,7127,2.44,0.7299999999999999,22.872221,55.876595,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
7127-75947-0037,7127,8.8249375,1.3349379999999997,25.332438,57.72187,False,True,False,7,12,0,0,0,0,0,0,5,0,0,2,1,1,1,1,0,1,0,4,2,0,0,1,0,0,0,87,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,4,0,8,1,0
7127-75947-0038,7127,11.26,1.4700000000000002,25.832584,59.006767,False,True,False,4,26,0,0,0,0,0,0,1,0,0,3,0,1,7,1,1,2,0,7,6,0,0,1,0,0,0,123,0,2,0,1,4,0,0,1,0,0,0,0,1,0,0,4,0,9,0,0
7127-75947-0039,7127,10.07,1.4600000000000004,26.009628,60.7821,False,True,False,5,13,0,0,1,0,0,0,0,0,0,4,0,3,2,0,1,0,0,2,4,0,0,1,0,0,0,105,0,2,0,1,5,0,0,0,0,0,0,0,1,0,1,1,0,11,1,0
7127-75947-0040,7127,13.79,3.1899999999999977,23.813917,58.978645,False,True,False,8,25,0,0,2,0,0,0,2,0,0,4,0,1,4,2,3,4,0,2,6,0,0,3,0,0,0,133,0,3,0,0,9,0,0,0,2,0,0,0,0,0,0,0,1,12,2,0
7176-88083-0000,7176,5.695,0.6349999999999996,38.608307,53.094383,False,True,False,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,3,3,0,0,1,1,0,0,57,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0
7176-88083-0001,7176,16.575,2.965000999999998,38.65858,55.851074,False,True,False,5,32,0,1,1,0,0,0,1,1,0,1,0,3,3,1,1,0,0,9,9,0,0,6,2,0,0,157,0,2,0,0,14,0,0,0,0,0,0,0,0,2,0,2,1,11,1,0
7176-88083-0002,7176,7.51,1.1499999999999992,38.924904,58.167583,False,True,False,5,9,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,3,0,0,0,64,1,1,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
7176-88083-0003,7176,7.6,1.2499999999999993,38.748062,59.116524,False,True,False,6,11,0,2,0,0,0,0,0,0,0,4,0,0,3,1,0,2,0,1,2,0,0,2,0,0,0,77,0,2,0,0,8,0,0,1,0,0,1,0,2,1,0,0,2,5,0,0
7176-88083-0004,7176,7.5,1.1600000000000001,32.519226,58.07006,False,True,False,5,8,0,1,0,0,0,0,1,0,0,3,0,2,0,1,0,1,0,1,2,0,0,1,1,0,0,82,0,3,0,0,6,0,0,0,2,0,0,0,0,1,0,1,0,9,1,0
7176-88083-0005,7176,4.7,0.4699999999999999,41.37927,58.276012,False,True,False,4,7,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,48,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
7176-88083-0006,7176,4.295,0.4349999999999999,40.58939,58.91129,False,True,False,1,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,0,0,1,0,0,0,50,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
7176-88083-0007,7176,14.3,1.5800000000000023,37.417873,57.947407,False,True,False,7,20,0,1,0,0,0,0,0,0,0,6,0,1,2,1,1,2,0,1,5,0,0,7,0,0,0,146,0,4,0,0,8,1,0,1,4,0,0,0,0,1,0,2,0,11,1,0
7176-88083-0008,7176,3.28,0.41999999999999993,38.474617,60.60719,False,True,False,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
7176-88083-0009,7176,4.045,0.675,35.01293,,False,False,False,3,10,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,5,0,0,0,0,0,0,44,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
7176-88083-0010,7176,6.74,1.3099999999999996,30.000013,56.33663,False,True,False,2,10,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,1,0,1,3,0,0,0,0,0,0,64,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,1,1,3,0,0
7176-88083-0011,7176,10.06,1.599999999999999,37.18886,57.72259,False,True,False,4,12,0,3,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,2,2,0,0,2,0,0,0,114,0,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1,9,0,0
7176-88083-0012,7176,5.045,0.9450000000000007,40.242,56.093605,False,True,False,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,3,0,0,0,0,0,0,53,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
7176-88083-0013,7176,15.0,2.1100000000000003,33.50351,58.779427,False,True,False,10,21,0,2,0,0,0,0,2,0,0,6,0,1,4,0,0,4,0,3,4,0,1,4,1,0,0,171,0,5,0,2,10,0,0,0,1,0,0,0,1,2,1,0,0,14,1,0
7176-88083-0014,7176,4.67,0.7000000000000002,32.293636,53.858234,False,True,False,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,52,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0
7176-88083-0015,7176,2.335,0.365,44.555206,61.22292,False,True,False,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,32,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
7176-88083-0016,7176,3.92,0.53,35.62279,46.026474,False,True,False,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,43,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
7176-88083-0017,7176,3.66,0.38,41.47363,58.530804,False,True,False,1,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,50,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0
7176-88083-0018,7176,10.45,1.2199999999999989,40.26763,57.08672,False,True,False,5,18,0,1,1,0,0,0,1,1,0,1,0,1,4,2,0,2,0,2,4,0,0,3,0,0,0,114,0,3,0,0,7,0,0,0,0,0,0,0,1,1,0,2,1,8,0,0
7176-88083-0019,7176,5.81,0.69,45.39402,,False,False,False,2,9,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,1,0,1,1,0,0,0,61,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
7176-88083-0020,7176,5.415,0.5350000000000006,42.760567,58.886574,True,True,False,2,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,4,0,0,0,60,0,2,0,0,3,1,0,0,0,0,0,0,1,1,0,1,0,7,0,0
7176-88083-0021,7176,12.605,2.0250000000000012,34.282043,60.19422,False,True,False,6,23,0,1,0,0,0,0,3,0,0,2,1,2,3,2,1,2,0,4,2,0,0,6,0,0,0,129,0,2,0,0,8,1,0,0,1,0,0,0,0,1,1,2,2,8,0,0
7176-88083-0022,7176,9.485,1.6349999999999985,38.08538,59.24308,False,True,False,5,11,0,1,0,1,0,0,0,0,0,3,0,1,2,1,1,1,0,1,2,0,0,2,0,0,0,92,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,2,1,4,0,0
7176-88083-0023,7176,9.645,1.165,32.536552,53.912594,False,True,False,3,17,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,5,3,0,0,4,0,0,0,107,0,2,0,0,5,0,0,0,0,0,0,0,1,1,0,0,2,9,0,0
7176-88083-0024,7176,8.195,1.3649999999999998,32.15369,54.476425,False,True,False,5,13,0,1,0,0,1,0,2,0,0,1,0,0,3,2,1,0,0,5,2,0,0,0,0,0,0,80,0,2,0,0,7,1,0,0,1,0,0,0,0,0,0,3,0,5,0,0
7176-88083-0025,7176,7.38,0.9299999999999993,36.163456,57.888584,False,True,False,2,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,84,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
7176-88083-0026,7176,5.53,0.6400000000000012,40.240124,57.7866,False,True,False,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,1,0,0,2,0,0,0,67,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,8,0,0
7176-88083-0027,7176,2.13,0.33999999999999986,42.938988,,False,False,False,1,6,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,23,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
7176-92135-0000,7176,14.44,1.9499999999999993,35.586166,59.488068,False,True,False,15,24,0,2,0,0,0,0,10,0,0,3,1,2,6,1,0,2,0,3,5,0,1,3,0,0,0,172,0,4,0,3,8,1,0,0,0,0,0,0,0,0,0,1,1,13,0,0
7176-92135-0001,7176,7.56,1.7000000000000008,34.275078,56.308784,False,True,False,5,11,0,1,0,0,0,0,2,0,0,2,1,1,2,3,0,1,0,1,1,0,0,1,1,0,0,76,0,3,0,0,8,0,0,0,1,0,0,0,1,0,0,1,1,10,0,0
7176-92135-0002,7176,3.415,0.655,33.183594,57.897247,False,True,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,42,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
7176-92135-0003,7176,3.955,0.625,40.97676,60.45667,False,True,False,2,10,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,0,3,0,0,0,1,0,0,0,43,0,3,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0
7176-92135-0004,7176,2.425,0.6350000000000001,35.2877,55.215637,False,True,False,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,20,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
7176-92135-0005,7176,5.47,0.95,36.608,60.81941,False,True,False,0,12,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,2,2,0,1,1,0,0,0,65,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,4,1,7,0,0
7176-92135-0006,7176,7.795,1.0649999999999995,42.060184,55.958153,False,True,False,4,14,0,0,0,0,2,0,2,0,0,0,0,1,2,1,0,4,0,3,3,0,0,0,0,0,0,97,0,6,0,0,9,0,0,0,0,0,0,0,0,1,0,1,1,13,0,0
7176-92135-0007,7176,3.275,0.4149999999999998,39.212128,60.489197,False,True,False,3,8,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,1,0,2,1,0,0,0,0,0,0,41,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0
7176-92135-0008,7176,4.43,0.6100000000000001,37.629578,54.167995,False,True,False,2,10,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,3,0,2,1,0,0,0,52,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0
7176-92135-0009,7176,4.38,1.4400000000000004,36.774548,44.578148,False,True,False,2,9,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,3,0,0,0,2,1,0,0,37,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0
7176-92135-0010,7176,2.16,0.6200000000000002,35.97323,,False,False,False,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0
7176-92135-0011,7176,2.885,0.45499999999999996,39.285,55.77784,False,True,False,1,7,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,1,0,0,30,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7176-92135-0012,7176,16.4,2.0699989999999975,46.628693,58.91097,False,True,False,7,27,0,0,0,0,2,0,4,0,0,1,0,3,7,3,0,2,0,8,2,0,0,2,1,0,0,179,0,9,0,0,12,2,0,0,0,0,0,0,0,2,0,3,0,18,1,0
7176-92135-0013,7176,3.15,0.4899999999999999,37.168915,56.05693,False,True,False,3,5,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,29,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7176-92135-0014,7176,16.02,1.999999999999996,36.322956,56.154305,False,True,False,9,31,0,1,1,0,0,0,4,0,1,2,0,3,6,5,2,2,0,8,2,0,0,3,2,0,0,172,0,6,0,0,12,0,0,0,1,0,0,0,1,1,0,2,1,14,0,0
7176-92135-0015,7176,6.755,1.3050000000000002,30.73277,56.518597,False,True,False,4,10,0,0,0,0,0,0,2,0,0,2,2,0,3,1,0,1,0,1,0,0,1,1,0,0,0,68,0,4,0,0,5,1,0,0,2,0,0,0,0,0,0,0,1,9,0,0
7176-92135-0016,7176,7.545,1.2349999999999994,35.362972,57.506943,False,True,False,10,14,0,0,1,1,2,0,5,0,0,1,0,0,2,2,2,5,0,0,1,0,0,2,0,0,0,85,0,3,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0
7176-92135-0017,7176,7.17,0.7899999999999994,40.45337,55.318623,False,True,False,4,16,0,0,0,0,0,0,1,0,0,3,0,2,1,3,0,1,0,3,3,0,0,3,0,0,0,88,0,3,0,0,5,0,0,0,1,0,0,0,2,0,0,1,0,9,0,0
7176-92135-0018,7176,8.94,1.4900000000000002,36.893856,59.090347,False,True,False,7,16,0,1,0,0,0,0,3,0,0,3,0,3,3,2,0,0,0,2,4,0,0,2,0,0,0,104,0,7,0,0,8,1,0,1,1,0,0,0,1,0,0,1,0,16,0,0
7176-92135-0019,7176,2.405,0.925,41.30885,,False,False,False,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,18,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
7176-92135-0020,7176,7.165,2.055,44.03989,57.829178,False,True,False,6,10,0,2,0,0,0,0,3,0,0,1,1,0,4,1,0,0,0,2,1,0,1,0,0,0,0,59,0,3,0,0,7,1,0,0,1,0,0,0,0,2,0,1,2,5,0,0
7176-92135-0021,7176,2.565,0.355,36.207058,58.3921,False,True,False,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
7176-92135-0022,7176,8.23,1.6199999999999994,36.800114,57.355217,False,True,False,6,9,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,3,1,0,0,3,0,1,0,85,0,4,0,0,5,1,0,0,1,0,0,0,0,0,0,1,2,8,0,0
7176-92135-0023,7176,6.215,1.4349999999999992,43.773926,50.438213,False,True,False,5,11,0,2,1,0,0,0,1,1,0,0,0,1,3,2,0,0,0,2,0,0,2,1,0,0,0,56,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0
7176-92135-0024,7176,4.1,0.9399999999999993,33.980625,,False,False,False,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,39,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0
7176-92135-0025,7176,15.74,2.1299999999999972,38.73258,58.77922,False,True,False,11,23,0,1,0,0,0,0,3,0,0,7,0,2,5,4,0,2,0,2,4,0,1,3,0,0,0,184,0,10,0,2,14,2,1,0,2,0,0,0,2,0,0,3,1,19,0,0
7176-92135-0026,7176,2.95,0.9200000000000002,34.231277,,False,False,False,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,30,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0
7176-92135-0027,7176,2.835,0.3749999999999998,42.150043,58.995117,False,True,False,4,6,0,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,39,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
7176-92135-0028,7176,3.345,0.31499999999999995,49.97154,58.35841,False,True,False,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0
7176-92135-0029,7176,2.985,0.6649999999999999,42.39343,51.227047,False,True,False,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
7176-92135-0030,7176,2.235,0.745,30.571293,,False,False,False,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,20,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
7176-92135-0031,7176,9.64,1.700000000000001,32.23195,59.507725,False,True,False,8,13,0,0,0,0,0,0,3,0,0,5,0,0,3,1,0,1,0,2,3,0,2,1,0,0,0,100,0,8,0,1,8,0,0,0,2,0,0,0,2,1,0,0,0,12,0,0
7176-92135-0032,7176,3.315,0.595,37.049774,55.57248,False,True,False,4,5,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,37,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,1,3,4,0,0
7176-92135-0033,7176,2.23,0.3400000000000001,37.94446,58.85958,False,True,False,2,6,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,35,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
7176-92135-0034,7176,4.465,1.0349999999999993,39.115482,61.37044,False,True,False,3,10,1,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,3,0,1,1,0,0,0,42,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7176-92135-0035,7176,3.38,1.1500000000000004,37.228806,,False,False,False,1,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,28,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0
7176-92135-0036,7176,6.47,0.9599999999999991,42.277042,57.792446,False,True,False,5,12,0,0,0,1,0,0,2,0,0,2,0,1,2,0,1,0,0,3,4,0,1,0,0,0,0,71,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,1,1,10,1,0
7176-92135-0037,7176,2.86,0.5700000000000001,39.326393,55.17481,False,True,False,1,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,32,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
7176-92135-0038,7176,9.205,1.3049999999999993,40.631767,62.060696,False,True,False,9,19,0,0,0,0,0,0,5,0,0,4,1,1,6,2,0,0,0,3,4,0,1,1,0,1,0,104,0,3,0,2,7,0,0,0,1,0,0,0,0,0,0,2,1,5,0,0
7176-92135-0039,7176,3.125,1.0249999999999997,38.154766,65.45735,False,True,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,26,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7176-92135-0040,7176,10.345,1.425000000000001,38.066917,60.780575,False,True,False,3,16,0,1,0,0,0,0,2,0,0,0,0,0,3,0,2,2,0,4,4,0,0,1,0,0,0,129,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,5,0,18,0,0
7176-92135-0041,7176,4.94,1.1400000000000008,33.16347,58.59963,False,True,False,4,6,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,50,0,2,0,0,6,1,0,0,0,1,0,0,0,0,0,0,2,5,0,0
7176-92135-0042,7176,7.27,1.0400000000000003,40.885147,57.658554,False,True,False,4,10,0,0,0,0,1,0,1,0,0,2,0,0,3,3,0,0,0,1,2,0,0,1,0,0,0,83,0,5,0,0,8,1,0,1,0,0,0,0,0,1,0,0,0,6,1,0
7176-92135-0043,7176,13.28,2.349999999999998,33.526535,57.71188,False,True,False,10,20,1,2,0,1,1,0,3,0,0,2,0,1,5,1,1,2,0,3,5,0,0,2,0,0,0,159,0,8,0,0,10,1,0,0,0,0,0,0,1,1,0,0,3,14,1,0
7176-92135-0044,7176,5.175,0.4950000000000005,34.282948,59.74269,False,True,False,2,9,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,3,0,0,1,0,0,0,68,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0
7176-92135-0045,7176,5.23,0.8300000000000005,37.453445,59.02405,False,True,False,2,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,56,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,3,1,4,0,0
7729-102255-0000,7729,3.285,0.40500000000000025,20.831114,57.93326,False,True,False,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,36,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
7729-102255-0001,7729,3.45,0.44000000000000017,21.776648,66.478226,False,True,False,2,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,33,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
7729-102255-0002,7729,8.3,1.540000000000001,22.334839,58.244133,False,True,False,4,14,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,2,0,3,6,0,0,0,0,0,0,84,0,3,0,1,4,0,0,0,0,0,0,0,0,2,1,1,0,8,0,0
7729-102255-0003,7729,19.8050625,2.325061000000003,22.586477,59.984535,False,True,False,18,36,0,1,1,0,0,1,5,1,0,9,0,1,9,0,3,4,0,5,10,0,0,4,0,0,1,189,1,8,0,1,15,1,0,0,3,0,0,0,3,0,0,2,2,17,0,0
7729-102255-0004,7729,20.155,3.9549980000000016,20.858612,56.454273,False,True,False,17,38,0,1,0,0,0,1,4,0,0,11,0,2,6,3,10,2,0,7,8,0,0,0,0,0,0,191,0,6,0,1,15,0,0,0,5,0,0,0,4,0,0,3,2,16,1,0
7729-102255-0005,7729,5.18,0.7799999999999996,23.26149,56.240948,False,True,False,5,11,0,0,0,0,0,0,4,0,0,1,0,2,1,0,1,0,0,4,0,0,0,3,1,0,0,55,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0
7729-102255-0006,7729,17.005,1.8949989999999979,23.03882,56.87985,False,True,False,12,22,0,2,0,0,0,0,5,0,0,5,1,3,3,0,0,1,0,4,7,0,0,3,0,0,0,184,1,6,0,0,8,2,1,1,2,0,0,0,0,0,0,1,0,25,0,0
7729-102255-0007,7729,11.53,1.5599999999999976,21.045551,60.698566,False,True,False,8,22,0,1,0,0,0,0,4,0,0,3,0,1,4,1,1,4,0,7,2,0,0,2,0,0,0,118,0,3,0,0,5,0,0,0,2,0,0,0,1,1,0,0,1,10,0,0
7729-102255-0008,7729,19.065,3.2250000000000005,23.537403,55.887733,False,True,False,11,26,0,0,0,0,0,0,6,0,0,5,0,2,6,0,2,4,0,2,8,0,0,2,1,0,0,192,0,12,0,1,10,0,0,0,2,0,0,0,2,1,0,6,1,19,0,0
7729-102255-0009,7729,18.56,3.0199999999999996,21.134647,58.462524,False,True,False,9,37,0,0,0,0,0,2,3,0,0,4,0,2,12,1,0,2,0,10,5,0,0,5,0,0,0,198,0,5,0,0,15,2,0,0,0,0,0,0,3,2,0,1,2,22,1,0
7729-102255-0010,7729,8.54,0.9500000000000002,25.494629,59.24845,False,True,False,4,12,0,0,0,0,1,0,2,0,0,1,0,1,3,0,1,1,0,1,3,0,0,2,0,0,0,99,0,4,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,11,0,0
7729-102255-0011,7729,20.355,2.3149999999999995,20.771742,57.90227,False,True,False,16,37,0,1,0,0,1,0,5,1,0,8,1,1,5,3,3,3,0,8,8,0,0,5,0,0,0,214,0,8,0,2,11,1,0,0,4,0,0,0,2,1,0,3,1,18,0,0
7729-102255-0012,7729,4.075,0.43500000000000005,21.291939,55.83967,False,True,False,2,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,48,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0
